Player,Class,Season,Position,School,Games,FG,2P,3P,FT,TRB,AST,STL,BLK,PTS,Picked
Michael White\michael-white-1,SEC,4,,Mississippi,29,40,43,37,68,55,92,24,1,149,0
Andrew Wiggins\andrew-wiggins-1,Big 12,1,,Kansas,35,45,49,34,78,205,54,41,34,597,1
Andrew Wilson\andrew-wilson-1,ACC,6,,Florida State,21,39,43,36,75,43,16,5,1,99,0
Bobby Austin\bobby-austin-1,Southern,6,,Furman,17,36,36,36,75,49,20,13,5,99,0
Alex Barlow\alex-barlow-1,Total,4,,Butler,29,39,43,35,79,89,68,46,4,149,0
Matt Bingaya\matt-bingaya-1,CUSA,2,,Southern Mississippi,32,46,51,27,65,148,39,32,12,298,0
Luther Bonds\luther-bonds-1,OVC,2,,Southeast Missouri State,27,48,52,28,65,131,20,25,13,298,0
Dane Bradshaw\dane-bradshaw-1,SEC,4,,Tennessee,31,39,45,27,56,108,96,40,8,149,0
Quinnel Brown\quinnel-brown-1,SEC,2,,Auburn,29,45,53,32,72,135,56,29,10,298,0
Milton Burton\milton-burton-1,AEC,2,,Hartford,29,37,43,30,73,124,63,47,13,298,0
Jamaal Calvin\jamaal-calvin-1,OVC,4,,Southeast Missouri State,27,36,35,36,82,56,45,24,0,149,0
Tony Chime\tony-chime-1,Sun Belt,3,,Arkansas-Little Rock,22,50,50,NaN,64,130,15,22,17,198,0
Calvin Crawford\calvin-crawford-1,MAAC,3,,Manhattan,27,45,52,30,74,90,15,15,18,198,0
Bennett Davison\bennett-davidson-1,Pac-10,2,,Arizona,34,54,54,NaN,66,224,26,58,26,298,0
Caden Dickerson\caden-dickerson-1,Sun Belt,5,,Western Kentucky,24,38,43,34,76,40,26,10,0,119,0
Shawn Dirden\shawn-dirden-1,Big Sky,2,,Idaho,27,39,48,34,77,85,44,27,2,298,0
Montez Downey\montez-downey-1,CAA,4,,North Carolina-Wilmington,24,35,43,31,77,59,11,9,0,149,0
Ryan Forehan-Kelly\ryan-forehan-kelly-1,Pac-10,4,,University of California,25,47,56,40,74,61,29,23,3,149,0
Phil Gary\phil-gary-1,Sun Belt,2,,Florida International,30,44,50,34,71,61,93,46,2,298,0
Larry House\larry-house-1,MVC,2,,Creighton,33,49,52,31,70,98,33,34,7,298,0
Chief Kickingstallionsims\chief-kickingstallionsims-1,Total,5,,Total,21,58,58,NaN,56,62,4,3,30,119,0
Jordan McCoy\jordan-mccoy-1,Sun Belt,4,,Florida Atlantic,30,53,53,NaN,59,138,5,11,15,149,0
C.C. McFall\cc-mcfall-1,MVC,2,,Wichita State,29,39,42,34,83,134,97,26,3,298,0
Willie Moore\willie-moore-2,Total,4,,Total,27,38,43,30,75,65,29,28,2,149,0
Steve Newman\steve-newman-1,SEC,4,,Georgia,29,42,48,30,76,82,27,17,15,149,0
Leland Norris\leland-norris-1,MAAC,4,,Iona,22,42,49,39,73,33,36,18,1,149,0
Josh Okogie\josh-okogie-1,ACC,1,,Georgia Tech,37,45,47,38,75,201,61,48,27,596,0
Race Parsons\race-parsons-1,Big Sky,4,,Southern Utah,24,37,45,34,75,64,23,8,2,149,0
Brandon Patterson\brandon-patterson-1,Total,5,,Total,24,39,45,28,63,62,45,15,12,119,0
Brady Richeson\brady-richeson-1,Southland,4,,Texas State,26,38,27,40,81,26,35,10,0,149,0
Pieter van Tongeren\pieter-van-tongeren-1,MVC,4,,Evansville,30,55,55,NaN,57,88,6,5,9,149,0
Erin Washington\erin-washington-1,Mid-Cont,2,,Missouri-Kansas City,26,38,43,32,72,85,94,60,2,298,0
Nate Wilbourne\nate-wilbourne-1,Total,5,,Total,19,51,54,25,68,66,9,4,3,119,0
Julius Young\julius-young-1,SWAC,2,,Jackson State,33,42,46,33,76,123,36,37,12,298,0
David Bennett\david-bennett-1,MAAC,2,,Marist,28,40,44,36,86,64,69,39,1,297,0
William Celestine\william-celestine-1,MVC,2,,Drake,27,51,55,20,70,204,38,58,19,297,0
Nick Chasten\nick-chasten-1,Total,2,,North Carolina Central,31,51,59,32,67,164,23,29,19,297,0
James Currington\james-currington-1,Total,4,,Total,17,55,55,NaN,61,108,8,22,10,148,0
Jontel Evans\jontel-evans-1,ACC,4,,Virginia,30,41,42,30,56,61,104,37,2,148,0
Tracy Gipson\tracy-gipson-1,Mid-Cont,1,,Valparaiso,28,46,47,46,84,100,94,43,2,595,0
Todd Golden\todd-golden-1,WCC,4,,Saint Mary's (CA),27,39,33,39,84,65,67,18,3,148,0
Jim Hamilton\jim-hamilton-1,Patriot,4,,Navy,20,40,47,38,55,47,19,8,3,148,0
Bill Harder\bill-harder-1,Total,5,,Total,19,44,48,38,72,40,63,13,0,119,0
John Jenkins\john-jenkins-2,OVC,3,,Austin Peay,25,52,52,0,66,92,21,21,2,198,1
Darnell Lazare\darnell-lazare-1,SEC,4,,Louisiana State,30,53,53,NaN,64,89,12,14,9,148,0
Luke Loucks\luke-loucks-1,ACC,4,,Florida State,34,38,45,33,68,75,97,29,4,148,0
Kris Lowe\kris-lowe-1,WAC,4,,Southern Methodist,29,41,47,32,74,86,37,16,5,148,0
Jordie Mctavish\jordie-mctavish-1,Total,5,,Total,18,39,39,39,79,21,46,8,0,119,0
Eric Mosley\eric-mosley-2,A-10,2,,St. Bonaventure,30,42,44,41,83,61,57,29,3,297,0
Herman Myers\herman-myers-1,Metro,2,,Southern Mississippi,28,50,50,0,65,218,49,23,7,297,0
Al Nolen\al-nolen-1,Big Ten,4,,Minnesota,24,34,36,31,74,74,98,51,2,148,0
Nick Pascale\nick-pascale-1,Patriot,4,,Colgate,29,49,49,NaN,63,135,23,8,25,148,0
Harun Ramey\harun-ramey-1,Total,3,,Total,20,44,44,NaN,61,119,22,28,18,198,0
Currye Todd\currye-todd-1,Southland,2,,Lamar,30,40,42,38,73,67,41,26,1,297,0
Chris Westlake\chris-westlake-1,Total,2,,Green Bay,31,44,45,44,76,71,61,23,6,297,0
Antoine Willie\antoine-willie-1,CAA,2,,Virginia Commonwealth,28,41,50,31,69,75,68,31,1,297,0
Justin Allen\justin-allen-2,Mid-Cont,2,,Southern Utah,29,43,45,31,68,92,59,33,5,297,0
Levan Alston\levan-alston-1,Total,4,,Total,18,37,39,34,71,66,53,27,1,148,0
Chris Anderson\chris-anderson-2,Total,2,,Louisiana Tech,35,44,49,30,65,163,27,36,14,297,0
Dan Avery\dan-avery-1,SWAC,2,,Grambling,22,49,51,22,64,110,28,25,5,297,0
Nate Blank\nate-blank-1,Total,2,,Gardner-Webb,29,42,47,38,76,96,59,29,5,297,0
Jake Diebler\jake-diebler-1,Total,4,,Valparaiso,29,37,38,35,82,71,57,32,3,148,0
Deo Djossou\deo-djossou-1,NAC,2,,Northeastern,27,43,45,25,62,179,37,23,12,297,0
Casey Grundman\casey-grundman-1,Big Sky,3,,Northern Arizona,25,52,54,20,68,94,13,4,6,198,0
Daylon Guy\daylon-guy-1,Sun Belt,2,,Arkansas-Little Rock,33,38,44,33,75,91,63,39,2,297,0
Cornell Hardman\cornell-hardman-1,A-Sun,4,,Centenary (LA),27,42,49,32,67,104,15,12,9,148,0
Frank Holmes\frank-holmes-1,CUSA,4,,Alabama-Birmingham,31,56,57,NaN,51,113,8,10,21,148,0
Andre Iguodala\andre-iguodala-1,Pac-10,2,,Arizona,31,42,47,28,74,204,106,47,14,297,1
Jaden Jackson\jaden-jackson-1,WAC,2,,Utah Valley,30,39,43,34,80,60,57,21,0,297,0
Sherman Morris\sherman-morris-1,Big Sky,3,,Boise State,18,48,53,29,57,71,37,23,1,198,0
Earl Peterson\earl-peterson-1,MVC,2,,Loyola (IL),34,47,49,40,77,73,71,28,5,297,0
Nigel Ribeiro\nigel-ribeiro-1,SWAC,2,,Grambling,30,40,48,30,64,97,69,47,3,297,0
Nafis Ricks\nafis-ricks-1,MVC,2,,Missouri State,35,40,42,30,70,129,117,29,9,297,0
Eddie Robinson\eddie-robinson-1,Southland,4,,Lamar,28,36,40,23,66,89,95,23,7,148,0
Jamar Smith\jamar-smith-2,ACC,2,,Maryland,31,44,44,22,49,200,24,16,24,297,0
Devonte Upson\devonte-upson-1,Southland,2,,Southeastern Louisiana,31,60,60,NaN,58,210,22,21,49,297,0
Cornelius Vines\cornelius-vines-1,CAA,2,,Hofstra,32,32,32,31,64,91,62,39,2,297,0
Jeff Warbritton\jeff-warbritton-1,A-Sun,2,,Stetson,26,55,55,NaN,62,191,10,13,2,297,0
Micheal Warren\michael-warren-1,Big West,2,,Cal State Northridge,29,46,50,39,78,105,57,36,8,297,0
Jerran Young\jerran-young-1,Horizon,2,,Wright State,35,50,55,35,64,135,37,50,29,297,0
Roy Boone\roy-boone-1,Big Ten,2,,Wisconsin,32,38,44,29,73,115,58,35,12,296,0
Leroy Davis\leroy-davis-1,A-Sun,2,,Georgia State,28,44,53,37,74,112,51,25,11,296,0
Alex Dunn\alex-dunn-1,MWC,4,,Wyoming,23,50,51,NaN,61,119,9,7,14,148,0
Lavelle Felton\lavelle-felton-1,WAC,2,,Louisiana Tech,29,46,48,42,68,136,111,27,7,296,0
Will Ginn\will-ginn-1,OVC,2,,Jacksonville State,29,38,43,35,82,76,102,21,2,296,0
Johnny Gray\johnny-gray-1,Big West,2,,Pacific,31,49,53,43,88,59,65,22,1,296,0
Geoffrey Groselle\geoff-groselle-1,Total,4,,Creighton,24,69,69,NaN,68,79,6,6,16,148,0
Mike Henderson\mike-henderson-1,Big Ten,4,,Iowa,25,45,46,38,65,64,44,22,2,148,0
Greg Johnson\greg-johnson-2,CUSA,2,,Southern Mississippi,28,38,42,24,59,114,29,26,16,296,0
Mindaugas Katelynas\mindaugas-katelynas-1,Southern,2,,Chattanooga,30,59,61,42,65,206,36,21,13,296,0
Philip McCandies\philip-mccandies-1,Total,5,,Total,22,49,52,33,63,111,17,14,15,118,0
Nate Navigato\nate-navigato-1,MAC,2,,Toledo,33,40,42,40,82,105,46,19,10,296,0
Kevin Scruggs\kevin-scruggs-1,Total,4,,Total,22,53,54,33,66,93,9,13,23,148,0
James Siakam\james-siakam-1,SEC,4,,Vanderbilt,26,59,59,0,70,104,16,17,22,148,0
Skip Victor\skip-victor-1,Patriot,3,,Navy,23,43,47,29,68,100,64,46,4,197,0
C.J. Washington\cj-washington-2,CUSA,2,,Alabama-Birmingham,31,44,48,30,63,161,15,22,15,296,0
Jamal Abu-Shamala\jamal-abu-shamala-1,Big Ten,4,,Minnesota,32,43,47,39,77,67,23,9,4,148,0
Jerryd Bayless\jerryd-bayless-1,Pac-10,1,,Arizona,30,46,49,41,84,82,121,29,3,592,1
Zach Brown\zach-brown-2,MVC,3,,Wichita State,32,44,56,34,70,84,31,20,10,197,0
Josh Davenport\josh-davenport-1,Big South,4,,Winthrop,32,46,48,23,68,102,41,23,9,148,0
Micheal Eric\micheal-eric-1,A-10,4,,Temple,24,50,50,NaN,54,114,16,6,27,148,0
Matt Farrell\matt-farrell-1,ACC,3,,Notre Dame,26,43,47,40,81,33,82,19,1,197,0
Nick Gore\nick-gore-1,Big South,4,,Virginia Military Institute,29,41,57,26,62,88,40,22,5,148,0
Sean Houston\sean-houston-1,Big Sky,3,,Sacramento State,19,42,43,NaN,41,160,15,14,22,197,0
Demetrius Jemison\demetrius-jemison-1,Total,5,,Total,23,46,45,0,71,111,18,8,11,118,0
Taurance Johnson\taurance-johnson-1,Sun Belt,3,,Florida International,15,47,52,24,66,86,16,25,24,197,0
Kristijan Krajina\kristijan-krajina-1,NEC,6,,Mount St. Mary's,19,49,54,18,57,67,9,7,6,98,0
Sam Logwood\sam-logwood-1,MWC,3,,New Mexico,30,43,46,34,66,103,40,18,7,197,0
Brad Midgley\brad-midgley-1,A-10,4,,Duquesne,28,41,49,29,67,79,25,16,7,148,0
Darren Prentice\darren-prentice-1,MWC,4,,New Mexico,27,42,49,38,65,36,52,18,2,148,0
Charles Ramsdell\charles-ramsdell-1,Total,4,,Tulsa,27,40,44,34,74,98,16,7,15,148,0
Chip Rank\chip-rank-1,MVC,4,,Northern Iowa,33,40,54,32,74,84,13,8,2,148,0
Travis Robinson\travis-robinson-2,Total,4,,Boston University,31,38,45,35,64,68,22,22,5,148,0
Jim Rullo\jim-rullo-1,NAC,2,,Drexel,29,47,50,29,76,109,97,26,2,296,0
Mike Sherrod\mike-sherrod-1,Big East,3,,Rutgers,28,37,39,20,56,97,98,39,6,197,0
Austin Stewart\austin-stewart-1,MAC,4,,Central Michigan,30,50,55,33,72,92,13,23,1,148,0
Kareem Storey\kareem-storey-1,Total,4,,Total,23,37,42,28,73,53,99,26,0,148,0
Terry Thames\terry-thames-1,SWAC,1,,Southern,31,49,56,39,74,71,75,68,2,592,0
Garrick Thomas\garrick-thomas-1,Big East,4,,Pittsburgh,25,42,50,37,68,52,22,15,4,148,0
John Young\john-young-1,Patriot,2,,Holy Cross,29,45,46,40,70,183,33,16,39,296,0
Brandon Bryant\brandon-bryant-1,MEAC,2,,Florida A&M,31,36,42,31,74,53,34,23,1,295,0
T.J. Buchanan\tj-buchanan-1,A-10,4,,Rhode Island,30,44,47,28,64,86,58,24,5,147,0
Cliff Ederain\cliff-ederain-1,Big Sky,2,,Eastern Washington,31,48,49,17,54,229,65,36,37,295,0
Matt Griffin\matt-griffin-1,Total,5,,Total,26,36,35,38,84,60,41,15,0,118,0
R.J. Griffin\rj-griffin-1,Ivy,3,,Dartmouth,27,37,39,35,78,59,22,19,2,197,0
Danny Hinds\danny-hinds-1,CAA,4,,Drexel,26,36,41,31,67,105,31,18,7,147,0
Kendrick Johnson\kendrick-johnson-1,A-Sun,2,,Troy,31,41,58,36,76,145,22,38,9,295,0
Paul Johnson\paul-johnson-2,MAAC,4,,Rider,28,47,51,37,59,120,49,20,7,147,0
Tra'von Joseph\travon-joseph-1,Southland,4,,Northwestern State,28,49,54,27,69,109,28,15,7,147,0
Antonio Lofton\antonio-lofton-1,GWC,2,,Chicago State,31,39,41,28,71,126,44,29,4,295,0
Solomon Poole\solomon-poole-1,Total,4,,Total,21,35,39,31,59,39,35,12,2,147,0
Mike Rostampour\mike-rostampour-1,Summit,2,,Nebraska-Omaha,30,49,51,40,69,230,13,25,11,295,0
Glenn Sanabria\glenn-sanabria-1,NEC,3,,St. Francis (NY),21,35,33,36,69,41,50,21,3,197,0
Clinton Sims\clinton-sims-1,Total,4,,Total,18,41,45,30,64,74,44,26,2,147,0
Henry Sims\henry-sims-1,Big East,4,,Georgetown,30,48,50,0,66,96,41,10,23,147,0
Curt Smith\curt-smith-1,MVC,1,,Drake,28,42,47,32,78,87,130,75,4,591,0
Carlton Spencer\carlton-spencer-1,WAC,2,,San Jose State,25,40,43,33,68,99,81,37,4,295,0
David Stevens\david-stevens-1,Southern,2,,Citadel,27,41,45,34,72,68,43,33,2,295,0
Tarik Wallace\tarik-wallace-1,SEC,2,,Arkansas,31,38,43,35,71,78,59,41,2,295,0
Jameel Watkins\jameel-watkins-1,Big East,4,,Georgetown,30,44,44,NaN,56,139,11,16,37,147,0
Latece Williams\latece-williams-1,MAC,2,,Marshall,28,52,52,NaN,60,187,30,22,49,295,0
Zavion Williams\zavion-williams-1,Total,4,,Total,19,39,45,26,72,45,46,23,1,147,0
Shareef Abdur-Rahim\shareef-abdur-rahim-1,Pac-10,1,,University of California,28,52,53,38,68,236,29,52,35,590,1
Corey Baldwin\corey-baldwin-1,Big Sky,2,,North Dakota,32,42,47,40,62,117,39,35,5,295,0
Cameron Black\cameron-black-1,MAC,4,,Bowling Green State,31,51,51,NaN,47,155,21,18,38,147,0
Bernard Davis\bernard-davis-1,SEC,2,,Georgia,29,44,44,43,75,53,101,36,0,295,0
Demetrius Dudley\demetrius-dudley-1,Ind,1,,Hofstra,26,44,42,47,79,137,46,28,1,590,0
Derrick Dukes\derrick-dukes-2,Total,2,,Dayton,28,39,43,32,68,107,125,36,4,295,0
Josh Fischer\josh-fischer-1,Big West,4,,Cal State Fullerton,23,47,52,34,72,91,12,8,10,147,0
Kerwin Forges\kerwin-forges-1,Southland,3,,Northwestern State,30,48,55,34,77,65,26,13,2,196,0
Zach Hahn\zach-hahn-1,Horizon,4,,Butler,34,38,35,38,86,34,31,9,0,147,0
Harry Harrison\harry-harrison-1,Big Sky,2,,Idaho,26,51,51,NaN,57,280,16,31,11,295,0
Jalen Henry\jalen-henry-1,OVC,3,,Southern Illinois-Edwardsville,28,44,46,25,69,100,9,6,19,196,0
Kendrick Hogans\kendrick-hogans-1,Sun Belt,5,,North Texas,24,53,53,NaN,49,81,8,8,18,118,0
James Hollowell\james-hollowell-1,OVC,4,,Eastern Illinois,20,44,45,33,69,99,22,15,21,147,0
Mislav Jukic\mislav-jukic-1,NEC,5,,Saint Francis (PA),20,46,47,29,70,54,17,5,6,118,0
Bosko Kostur\bosco-kostur-1,NEC,4,,Bryant,20,44,49,36,80,61,13,8,2,147,0
Damien McKnight\damien-mcknight-1,Total,5,,Total,19,43,53,37,57,22,26,12,1,118,0
Nehemias Morillo\nehemias-morillo-1,AAC,2,,South Florida,31,38,44,30,76,101,53,22,8,295,0
Menji Mundadi\menji-mundadi-1,SWAC,2,,Alabama State,31,40,45,37,73,89,18,19,2,295,0
Devin Peterson\devin-peterson-1,Southern,3,,Western Carolina,32,36,41,22,72,56,64,27,4,196,0
Bram Reynolds\bram-reynolds-1,MEAC,4,,Maryland-Eastern Shore,26,37,40,35,71,38,27,18,2,147,0
Tommy Spagnolo\tommy-spagnolo-1,Total,5,,Total,17,53,53,33,62,97,13,7,9,118,0
Mike Walker\mike-walker-2,CUSA,4,,Southern Methodist,30,36,36,34,77,34,35,15,1,147,0
Ehren Wallhoff\ehren-wallhoff-1,A-Sun,3,,Stetson,27,43,48,39,63,153,32,25,1,196,0
Jamari Bradshaw\jamari-bradshaw-1,MEAC,2,,Florida A&M,31,43,47,34,55,112,33,41,2,294,0
Fred Chatmon\fred-chatmon-1,Total,5,,Missouri-Kansas City,22,52,55,0,46,105,4,9,13,117,0
Maurice Clark\maurice-clark-1,Southland,2,,Southeastern Louisiana,26,41,44,37,66,76,16,18,2,294,0
Derek Cooke\derek-cooke-1,MWC,3,,Wyoming,34,64,65,0,46,175,24,19,23,196,0
Derek Durham\derek-durham-1,MW Coll,2,,Milwaukee,24,38,42,29,76,50,84,34,1,294,0
Othello Hunter\othello-hunter-1,Big Ten,2,,Ohio State,38,58,59,33,60,207,21,18,48,294,0
Deckie Johnson\deckie-johnson-1,CUSA,2,,North Texas,24,37,45,31,81,90,47,19,4,294,0
Lamarr Kimble\lamarr-kimble-1,A-10,2,,Saint Joseph's,30,38,40,34,71,75,99,17,3,294,0
Mack McGadney\mack-mcgadney-1,SEC,4,,Auburn,22,40,43,27,68,88,7,11,2,147,0
Ben McLemore\ben-mclemore-1,Big 12,1,,Kansas,37,50,55,42,87,192,73,37,25,589,1
Sam McMahon\sam-mcmahon-1,CAA,4,,Delaware,27,40,44,36,75,72,26,11,0,147,0
James Parisi\james-parisi-1,Total,4,,Hofstra,22,42,46,22,55,77,22,15,5,147,0
Rob Preston\rob-preston-1,MAC,5,,Akron,20,45,53,34,64,59,23,8,17,117,0
Grant Surprenant\grant-surprenant-1,NEC,4,,Saint Francis (PA),27,39,41,39,78,35,14,9,2,147,0
Adonis Thomas\adonis-thomas-1,CUSA,2,,Memphis,27,43,46,32,75,111,42,17,19,294,0
Isaac Thornton\isaac-thornton-1,MWC,4,,San Jose State,30,35,39,28,69,87,62,36,16,147,0
Mark Boyd\mark-boyd-1,Pac-10,2,,Southern California,29,48,48,NaN,65,190,27,30,12,294,0
Preston Brown\preston-brown-1,Southland,2,,Sam Houston State,31,45,48,39,66,158,31,11,25,294,0
Justin Browning\justin-browning-1,Southern,4,,Western Carolina,24,54,60,29,66,101,30,37,22,147,0
Danny Cavic\danny-cavic-1,WCC,3,,San Francisco,28,43,41,44,70,110,23,19,8,196,0
David Devezin\david-devezin-1,Total,4,,Total,15,48,52,26,60,36,61,12,1,147,0
Ronnie Dixon\ronnie-dixon-1,Ivy,4,,Dartmouth,23,42,45,33,75,50,30,12,3,147,0
Matt Gaudio\matt-gaudio-1,Big Ten,3,,Penn State,17,53,54,33,77,97,21,16,6,196,0
Cameron Goettsche\cameron-goettsche-1,Big West,3,,UC-Santa Barbara,25,50,51,25,61,132,19,19,24,196,0
Arnold Gore\arnold-gore-1,Total,4,,Total,20,42,45,27,65,67,21,14,6,147,0
Clint Hordemann\clint-hordemann-1,Big West,3,,Boise State,29,42,49,35,56,127,48,35,8,196,0
John Leahy\john-leahy-1,Big East,3,,Seton Hall,31,39,48,33,86,82,49,22,6,196,0
Mike McBrien\mike-mcbrien-1,Ivy,4,,Columbia,20,45,49,31,73,78,35,10,7,147,0
Federico Mussini\federico-mussini-1,Big East,2,,St. John's (NY),31,37,39,36,87,65,48,27,1,294,0
Marsharee Neely\marsharee-neely-1,CAA,4,,Old Dominion,31,41,46,35,60,63,25,15,2,147,0
Babatunde Olomuwiya\babatunde-olomuwiya-1,A-Sun,4,,South Carolina Upstate,29,56,56,0,51,102,18,9,36,147,0
Neil Plank\neil-plank-1,Total,5,,Total,22,38,44,28,62,72,34,13,1,117,0
Andy Slocum\andy-slocum-1,Big 12,5,,Texas A&M,18,45,46,20,58,110,9,5,6,117,0
Jarrel Smith\jarrel-smith-1,Total,4,,Total,17,43,46,32,74,61,13,11,4,147,0
Vinson Smith\vinson-smith-1,Total,5,,Total,13,44,48,28,64,48,32,15,3,117,0
Jermaine Spivey\jermaine-spivey-1,Sun Belt,2,,New Orleans,26,40,46,36,70,107,55,34,6,294,0
Marlon Stewart\marlon-stewart-2,OVC,2,,Eastern Kentucky,27,39,40,36,76,60,48,28,6,294,0
Ken Ward\ken-ward-1,A-Sun,3,,College of Charleston,25,57,57,NaN,62,145,23,17,9,196,0
Jahidi White\jahidi-white-1,Big East,4,,Georgetown,26,54,54,NaN,46,121,5,13,38,147,1
Donte Williams\donte-williams-1,SEC,4,,Georgia,31,47,47,NaN,57,128,11,7,34,147,0
Tony Boyle\tony-boyle-1,MVC,4,,Southern Illinois,33,48,48,NaN,69,89,7,12,7,146,0
Keirian Brown\keirian-brown-1,Ivy,4,,Cornell,25,46,46,NaN,62,111,20,16,14,146,0
Ruben Cabrera\ruben-cabrera-1,GWC,3,,Texas-Rio Grande Valley,31,45,49,34,63,102,13,3,3,195,0
T.J. Douglas\tj-douglas-1,Southern,4,,Elon,26,40,53,37,86,66,17,13,4,146,0
B.J. Flynn\bj-flynn-1,Total,4,,Total,24,41,48,35,76,39,32,12,0,146,0
Martelle McLemore\martelle-mclemore-1,MAC,4,,Western Michigan,28,39,44,34,65,88,19,16,3,146,0
Alfred Neale\alfred-neale-1,MWC,2,,New Mexico,30,47,63,38,69,147,43,19,14,293,0
Jared Steele\jared-steele-1,Total,4,,Vermont,25,42,42,NaN,66,116,20,18,12,146,0
Iiro Tenngren\iiro-tenngren-1,Total,4,,Total,16,46,48,22,69,64,16,8,7,146,0
Milton Chavis\milton-chavis-1,OVC,2,,Morehead State,31,49,53,34,65,124,21,33,13,293,0
Darryl Cooper\darryl-cooper-1,A-Sun,2,,Georgia State,28,42,48,34,69,86,60,34,8,293,0
Antoine Dalton\antoine-dalton-1,Big South,3,,Radford,26,52,52,NaN,65,109,8,10,13,195,0
Dallas Ennema\dallas-ennema-1,AEC,4,,Albany (NY),30,41,48,38,69,70,17,8,7,146,0
Doug Etzler\doug-etzler-1,Big Ten,3,,Ohio State,25,44,43,44,88,39,64,10,0,195,0
Don Faux\don-faux-1,Total,2,,Southern Utah,26,50,50,0,59,199,31,28,11,293,0
Felton Freeman\felton-freeman-1,Southland,2,,Sam Houston State,28,48,52,41,63,128,35,20,4,293,0
Delwan Graham\delwan-graham-1,Total,4,,Total,21,45,46,0,69,106,23,17,14,146,0
Christian Hairston\christian-hairston-1,Total,4,,Elon,30,57,57,0,59,110,18,11,5,146,0
Kevin Houston\kevin-houston-3,A-10,1,,St. Bonaventure,30,42,48,35,81,208,21,36,4,586,0
John Hurley\john-hurley-1,Patriot,4,,Holy Cross,28,46,47,0,44,108,19,21,14,146,0
Cedric Jenkins\cedric-jenkins-1,Total,5,,Total,20,39,50,29,68,41,19,15,2,117,0
Griffin Kinney\griffin-kinney-1,Sun Belt,3,,Appalachian State,29,47,48,0,64,136,26,11,6,195,0
Justin Knox\justin-knox-1,Total,4,,Total,30,46,46,NaN,69,108,13,8,13,146,0
Chad Kolander\chad-kolander-1,Big Ten,3,,Minnesota,31,51,51,NaN,59,122,40,29,21,195,0
Kenneth Lawrence\kenneth-lawrence-1,Sun Belt,4,,Louisiana-Lafayette,28,41,45,29,56,75,101,37,0,146,0
Meiko Lyles\meiko-lyles-1,Ivy,4,,Columbia,19,43,45,41,74,61,11,15,3,146,0
Sirlester Martin\sirlester-martin-1,Horizon,2,,Youngstown State,30,44,47,26,63,186,27,17,15,293,0
Michael Rembert\michael-rembert-1,Total,5,,Total,21,50,53,30,55,82,10,10,12,117,0
Andre Ricks\andre-ricks-1,MAC,4,,Western Michigan,30,36,38,35,65,27,18,12,1,146,0
Geddes Robinson\geddes-robinson-2,GWC,2,,Utah Valley,31,55,56,NaN,58,313,45,21,9,293,0
Al Sewasciuk\al-sewasciuk-1,MAC,4,,Northern Illinois,27,36,43,34,77,41,20,10,1,146,0
Ray Trowell\ray-trowell-1,Southern,2,,Chattanooga,30,43,50,33,81,79,161,46,4,293,0
Kenny Wright\kenny-wright-1,Total,4,,Total,18,54,54,NaN,57,73,10,11,6,146,0
Aaron Brennan\aaron-brennan-1,Summit,3,,IUPUI,30,47,48,42,74,105,28,16,9,195,0
DeJuan Brown\dejuan-brown-1,Southland,2,,Texas State,29,51,52,25,50,233,38,27,6,292,0
Maurice Brown\maurice-brown-1,MW Coll,2,,Illinois-Chicago,29,46,46,NaN,62,184,22,23,7,292,0
Adam Chubb\adam-chubb-1,Ivy,4,,Pennsylvania,27,50,50,50,66,96,21,8,12,146,0
Jay Collins\jay-collins-1,Mid-Cont,2,,Southern Utah,27,44,52,35,80,62,121,46,1,292,0
Landon Drew\landon-drew-1,Big West,4,,Cal State Northridge,27,38,39,35,70,47,98,17,2,146,0
Matt Gotsch\matt-gotsch-1,Total,4,,Notre Dame,24,54,55,0,63,98,7,7,24,146,0
Kendric Green\kendric-green-1,MEAC,4,,Florida A&M,22,35,40,29,57,62,15,11,6,146,0
Jaron Griffin\jaron-griffin-1,Big East,3,,Rutgers,29,33,38,30,70,81,21,14,9,195,0
David Grim\david-grim-1,Big Ten,4,,Minnesota,26,38,41,31,63,75,32,20,7,146,0
Adonys Henriquez\adonys-henriquez-1,AAC,2,,Central Florida,28,41,47,38,72,89,57,17,4,292,0
Ray Jones\ray-jones--1,Summit,2,,Southern Utah,30,49,53,32,75,108,129,38,8,292,0
Jemo King\jemo-king-1,NEC,4,,Fairleigh Dickinson,24,45,45,NaN,62,110,13,12,20,146,0
Brendan Lane\brendan-lane-1,Total,5,,Total,21,54,57,33,55,79,13,6,21,117,0
Vince Mitchell\vince-mitchell-1,Big South,2,,Charleston Southern,23,43,50,34,72,85,53,30,2,292,0
Jules Montgomery\jules-montgomery-1,SWAC,3,,Prairie View,32,40,42,26,56,179,23,25,27,195,0
Darious Moten\darious-moten-1,Total,4,,Mercer,30,50,52,35,70,58,18,7,11,146,0
Brendan O'Brien\brendan-obrien-1,MAAC,5,,Manhattan,20,41,47,32,74,58,12,8,16,117,0
Theodis Owens\theodis-owens-1,MW Coll,2,,Loyola (IL),26,35,37,33,73,76,120,34,0,292,0
Jackie Robinson\jackie-robinson-2,MEAC,1,,South Carolina State,29,52,54,37,69,217,19,23,16,585,0
Jon Sheets\jon-sheets-1,AEC,2,,Maine,29,37,35,37,78,74,86,39,1,292,0
